,Unnamed: 0,policy_number,claim_number,make_x,Type,luxury_model,surveyorclassification,reapairer_type,type_of_claim,netlabmountsum,parts_net_amountsum,losscategory,amount_paid_y,year_month,product_code,model,pol_no,year_of_manufacture,Ageofthevehicle,addon_type
899999,1176346,HOP0642152000100,HP00047809,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,12753.44,1443.84,SmallLoss,14909.0,2019,VPC,Amaze 1.2 VX MT - Petrol,HOP0642152000100,2015,Lessthan4years,DEP
900000,1176349,HOP0626146000100,HP00047406,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,4174.25,0.0,SmallLoss,3648.0,2019,VPC,New Amaze 1.2 VX MT,HOP0626146000100,2018,Lessthan4years,DEP
900001,1176350,HOP0626146000100,HP00047078,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,7094.75,0.0,SmallLoss,6721.0,2019,VPC,New Amaze 1.2 VX MT,HOP0626146000100,2018,Lessthan4years,DEP
900002,1176351,HOP0626146000100,HP00043224,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,8582.43,3454.0,SmallLoss,11955.0,2018,VPC,New Amaze 1.2 VX MT,HOP0626146000100,2018,Lessthan4years,DEP
900003,1176352,HOP0563249000100,HP00038230,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,4376.62,0.0,SmallLoss,3875.0,2018,VPC,City,HOP0563249000100,2015,Lessthan4years,DEP
900004,1176353,HOP0563249000100,HP00038096,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,12554.32,1489.79,SmallLoss,15900.0,2018,VPC,City,HOP0563249000100,2015,Lessthan4years,DEP
900005,1176354,HOP0570260000100,HP00043459,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,0.0,2149.53,SmallLoss,3299.0,2018,VPC,WRV,HOP0570260000100,2017,Lessthan4years,DEP
900006,1176355,HOP0570260000100,HP00042524,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,6520.97,259.7,SmallLoss,6758.0,2018,VPC,WRV,HOP0570260000100,2017,Lessthan4years,DEP
900007,1176356,HOP0570260000100,HP00043458,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,6071.1,1256.37,SmallLoss,8197.0,2018,VPC,WRV,HOP0570260000100,2017,Lessthan4years,DEP
900008,1176357,MOP4814723000100,PM00597983,MARUTI,NHE_OEM,NHE,Internal,DEALER,OEM,20929.07,16871.809999999998,SmallLoss,42955.0,2018,VPC,New Swift Dzire VXI AT,MOP4814723000100,2018,Lessthan4years,DEP
900009,1176358,MOP5314028000100,PM00691690,MARUTI,NHE_OEM,NHE,Internal,DEALER,OEM,9832.2,8697.47,SmallLoss,25488.0,2019,VPC,Vitara Brezza,MOP5314028000100,2017,Lessthan4years,DEP
900010,1176359,MOP5200753000100,PM00664270,MARUTI,NHE_OEM,NHE,External,DEALER,OEM,4635.92,15135.4,SmallLoss,23834.0,2018,VPC,Vitara Brezza,MOP5200753000100,2017,Lessthan4years,DEP
900011,1176360,HOP0563397000100,HP00035427,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,2935.25,1587.69,SmallLoss,3472.0,2018,VPC,City,HOP0563397000100,2010,Greaterthan4years,NONDEP
900012,1176361,HOP0563397000100,HP00034993,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,16490.5,0.0,SmallLoss,15192.0,2018,VPC,City,HOP0563397000100,2010,Greaterthan4years,NONDEP
900013,1176362,HOP0554924000100,HP00036460,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,4100.5,0.0,SmallLoss,3530.0,2018,VPC,City 1.5 E MT,HOP0554924000100,2016,Lessthan4years,DEP
900014,1176363,HOP0622247000100,HP00039974,HONDA,NHE_OEM,NHE,External,DEALER,OEM,1239.0,3457.09,SmallLoss,3670.0,2018,VPC,Brio S,HOP0622247000100,2012,Greaterthan4years,NONDEP
900015,1176364,MOP5404775000100,PM00710603,MARUTI,NHE_OEM,NHE,Internal,DEALER,OEM,1062.0,3314.49,SmallLoss,3681.0,2019,VPC,Swift New ZXI,MOP5404775000100,2016,Lessthan4years,DEP
900016,1176365,HOP0611494000100,HP00043509,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,752.25,2102.17,SmallLoss,4017.0,2018,VPC,All New Jazz V CVT,HOP0611494000100,2016,Lessthan4years,DEP
900017,1176366,HOP0561974000100,HP00039752,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,634.25,1975.91,SmallLoss,3650.0,2018,VPC,Jazz,HOP0561974000100,2015,Lessthan4years,DEP
900018,1176367,HOP0563740000100,PV00470649,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,897.3900000000001,1895.08,SmallLoss,3791.0,2018,VPC,WRV 1.5 S MT,HOP0563740000100,2017,Lessthan4years,DEP
900019,1176368,HOP0597293000100,HP00048539,HONDA,NHE_OEM,NHE,External,DEALER,OEM,1298.0,3530.96,SmallLoss,3803.0,2019,VPC,WRV 1.2 VX MT,HOP0597293000100,2017,Lessthan4years,NONDEP
900020,1176369,HOP0595968000100,PV00505398,HONDA,NHE_OEM,NHE,Internal,TRS,OEM,4646.25,0.0,SmallLoss,3930.0,2019,VPC,Amaze 1.5 VX MT - Diesel,HOP0595968000100,2014,Greaterthan4years,DEP
900021,1176370,VPC0928917000100,PV00468426,HYUNDAI,NHE_NON_OEM,NHE,Internal,DEALER,NON_OEM,1416.0,3700.48,SmallLoss,3581.0,2018,VPC,Creta 1.6 VTVT SX Plus AT,VPC0928917000100,2017,Lessthan4years,DEP
900022,1176371,MOP5172195000100,PM00715953,MARUTI,NHE_OEM,NHE,Internal,DEALER,OEM,8504.85,14169.39,SmallLoss,25080.0,2019,VPC,New Ertiga ZDI Smart Hybrid,MOP5172195000100,2017,Lessthan4years,DEP
900023,1176372,MOP5166618000100,PM00667652,MARUTI,NHE_OEM,NHE,Internal,DEALER,OEM,5853.39,9198.4,SmallLoss,19058.0,2018,VPC,Ertiga,MOP5166618000100,2015,Lessthan4years,DEP
900024,1176373,MOP5236294000100,PM00712964,MARUTI,NHE_OEM,NHE,Internal,DEALER,OEM,4321.75,0.0,SmallLoss,3703.0,2019,VPC,Baleno,MOP5236294000100,2018,Lessthan4years,DEP
900025,1176374,HOP0584047000100,HP00044625,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,1079.7,1846.11,SmallLoss,3877.0,2018,VPC,Jazz,HOP0584047000100,2018,Lessthan4years,DEP
900026,1176375,MOP5053815000100,PM00622126,MARUTI,NHE_OEM,NHE,Internal,TRS,OEM,5193.48,3578.24,SmallLoss,7683.0,2018,VPC,Swift,MOP5053815000100,2013,Greaterthan4years,NONDEP
900027,1176376,MOP5024637000100,PM00639380,MARUTI,NHE_OEM,NHE,Internal,DEALER,OEM,12428.65,5401.36,SmallLoss,22196.0,2018,VPC,Swift New ZXI,MOP5024637000100,2014,Lessthan4years,DEP
900028,1176377,MOP5266657000100,PM00666806,MARUTI,NHE_OEM,NHE,Internal,DEALER,OEM,17316.65,9785.7,SmallLoss,32363.0,2018,VPC,Alto,MOP5266657000100,2017,Lessthan4years,DEP
900029,1176378,MOP4821445000100,PM00620882,MARUTI,NHE_OEM,NHE,Internal,DEALER,OEM,11628.759999999998,8084.96,SmallLoss,22968.0,2018,VPC,NEW SWIFT Lxi,MOP4821445000100,2018,Lessthan4years,DEP
900030,1176379,HOP0629354000100,HP00038835,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,4260.39,0.0,SmallLoss,3727.0,2018,VPC,All New Jazz VX MT,HOP0629354000100,2015,Lessthan4years,DEP
900031,1176380,HOP0579314000100,HP00044754,HONDA,NHE_OEM,NHE,External,DEALER,OEM,649.0,2102.17,SmallLoss,3900.0,2018,VPC,WRV,HOP0579314000100,2018,Lessthan4years,DEP
900032,1176381,HOBL107421000100,HP00051390,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,118.0,2396.16,SmallLoss,3908.0,2019,VPC,New Amaze 1.2 VX MT,HOBL107421000100,2018,Lessthan4years,NONDEP
900033,1176382,HOBL107421000100,HP00051739,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,5275.1900000000005,2044.16,SmallLoss,8966.0,2019,VPC,New Amaze 1.2 VX MT,HOBL107421000100,2018,Lessthan4years,NONDEP
900034,1176383,HOBL102540000100,HP00048667,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,634.25,1895.08,SmallLoss,3488.0,2019,VPC,All New Jazz V CVT,HOBL102540000100,2018,Lessthan4years,NONDEP
900035,1176384,HOBL102540000100,HP00048635,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,12505.05,0.0,SmallLoss,12780.0,2019,VPC,All New Jazz V CVT,HOBL102540000100,2018,Lessthan4years,NONDEP
900036,1176385,HOP0595290000100,HP00036991,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,0.0,2266.88,SmallLoss,3534.0,2018,VPC,WRV,HOP0595290000100,2018,Lessthan4years,DEP
900037,1176386,HOP0595290000100,HP00037004,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,15191.32,0.0,SmallLoss,16101.0,2018,VPC,WRV,HOP0595290000100,2018,Lessthan4years,DEP
900038,1176387,HOP0578180000100,HP00039993,HONDA,NHE_OEM,NHE,External,DEALER,OEM,2183.0,1116.42,SmallLoss,3673.0,2018,VPC,Amaze,HOP0578180000100,2014,Lessthan4years,DEP
900039,1176388,HOP0578180000100,HP00039302,HONDA,NHE_OEM,NHE,External,DEALER,OEM,1121.0,5827.360000000001,SmallLoss,6646.0,2018,VPC,Amaze,HOP0578180000100,2014,Lessthan4years,DEP
900040,1176389,HOP0611756000100,HP00045263,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,531.0,4164.82,SmallLoss,3684.0,2018,VPC,City,HOP0611756000100,2010,Greaterthan4years,NONDEP
900041,1176390,HOP0611756000100,HP00039573,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,2360.0,7834.74,SmallLoss,9147.0,2018,VPC,City,HOP0611756000100,2010,Greaterthan4years,NONDEP
900042,1176391,MOP4574282000100,PM00633815,MARUTI,NHE_OEM,NHE,Internal,DEALER,OEM,11387.0,908.0,SmallLoss,13359.0,2018,VPC,New DZIRE Zxi+ AGS,MOP4574282000100,2017,Lessthan4years,DEP
900043,1176392,HOP0589710000100,HP00037705,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,3206.65,764.32,SmallLoss,4082.0,2018,VPC,BRV V,HOP0589710000100,2018,Lessthan4years,DEP
900044,1176393,HOP0571865000100,HP00043667,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,547.52,4011.02,SmallLoss,3548.0,2018,VPC,Amaze,HOP0571865000100,2013,Greaterthan4years,DEP
900045,1176394,HOP0571865000100,HP00041709,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,8645.86,5115.09,SmallLoss,15507.0,2018,VPC,Amaze,HOP0571865000100,2013,Greaterthan4years,DEP
900046,1176395,MOP5076705000100,PM00623123,MARUTI,NHE_OEM,NHE,Internal,TRS,OEM,6066.68,6438.63,SmallLoss,13676.0,2018,VPC,Wagon,MOP5076705000100,2015,Lessthan4years,DEP
900047,1176396,MOP5044470000100,PM00651402,MARUTI,NHE_OEM,NHE,External,DEALER,OEM,8831.71,7318.4,SmallLoss,14841.0,2018,VPC,Alto LX,MOP5044470000100,2008,Greaterthan4years,NONDEP
900048,1176397,HOP0622490000100,HP00049059,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,4421.46,0.0,SmallLoss,3816.0,2019,VPC,Amaze 1.5 VX MT - Diesel,HOP0622490000100,2018,Lessthan4years,DEP
900049,1176398,HOP0622490000100,HP00048767,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,12146.04,1991.36,SmallLoss,15665.0,2019,VPC,Amaze 1.5 VX MT - Diesel,HOP0622490000100,2018,Lessthan4years,DEP
900050,1176399,HOP0590319000100,HP00049016,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,5040.37,0.0,SmallLoss,3954.0,2019,VPC,Brio V,HOP0590319000100,2012,Greaterthan4years,NONDEP
900051,1176400,HOP0586812000100,HP00041603,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,507.4,3343.37,SmallLoss,3955.0,2018,VPC,City,HOP0586812000100,2015,Lessthan4years,DEP
900052,1176401,HOP0586812000100,HP00040022,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,8556.47,6891.31,SmallLoss,18983.0,2018,VPC,City,HOP0586812000100,2015,Lessthan4years,DEP
900053,1176402,VPC1069892000100,PV00505987,DATSUN,NHE_NON_OEM,NHE,External,OTHERS,NON_OEM,18403.87,700.0,SmallLoss,20927.0,2019,VPC,GO + T,VPC1069892000100,2015,Lessthan4years,DEP
900054,1176403,HOP0635976000100,HP00050830,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,696.2,2023.08,SmallLoss,3403.0,2019,VPC,Jazz,HOP0635976000100,2016,Lessthan4years,DEP
900055,1176404,MOP5194561000100,PM00640562,MARUTI,NHE_OEM,NHE,Internal,DEALER,OEM,13657.91,1989.76,SmallLoss,21432.0,2018,VPC,Baleno,MOP5194561000100,2017,Lessthan4years,DEP
900056,1176405,MOP4807703000100,PM00695582,MARUTI,NHE_OEM,NHE,External,DEALER,OEM,25248.62,10473.97,SmallLoss,45610.0,2019,VPC,Swift,MOP4807703000100,2018,Lessthan4years,DEP
900057,1176406,HOBL106521000100,HP00048352,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,4236.2,0.0,SmallLoss,3717.0,2019,VPC,New Amaze 1.2 VX MT,HOBL106521000100,2018,Lessthan4years,NONDEP
900058,1176407,HOBL106521000100,HP00048094,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,20012.8,26566.54,SmallLoss,49796.0,2019,VPC,New Amaze 1.2 VX MT,HOBL106521000100,2018,Lessthan4years,NONDEP
900059,1176408,MOP5079834000100,PM00680372,MARUTI,NHE_OEM,NHE,Internal,DEALER,OEM,15366.55,864.64,SmallLoss,17596.0,2018,VPC,IGNIS Delta,MOP5079834000100,2017,Lessthan4years,DEP
900060,1176409,HOP0624739000100,HP00051033,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,3936.77,0.0,SmallLoss,3320.0,2019,VPC,All New Jazz VX CVT,HOP0624739000100,2018,Lessthan4years,DEP
900061,1176410,MOP5402320000100,PM00706117,MARUTI,NHE_OEM,NHE,External,DEALER,OEM,11326.23,8329.8,SmallLoss,22602.0,2019,VPC,Alto,MOP5402320000100,2017,Lessthan4years,DEP
900062,1176411,HOP0583282000100,HP00034713,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,1888.0,2667.52,SmallLoss,3518.0,2018,VPC,City ZX EXI,HOP0583282000100,2005,Greaterthan4years,NONDEP
900063,1176412,HOP0590993000100,HP00046825,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,634.25,2102.17,SmallLoss,3902.0,2019,VPC,All New Jazz VX MT,HOP0590993000100,2016,Lessthan4years,DEP
900064,1176413,HOP0590993000100,HP00050873,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,11605.3,16974.3,SmallLoss,33773.0,2019,VPC,All New Jazz VX MT,HOP0590993000100,2016,Lessthan4years,DEP
900065,1176416,HOP0586868000100,HP00047092,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,6176.120000000001,0.0,SmallLoss,5753.0,2019,VPC,City,HOP0586868000100,2015,Lessthan4years,DEP
900066,1176417,HOP0586868000100,HP00047103,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,1628.4,7980.040000000001,SmallLoss,9952.0,2019,VPC,City,HOP0586868000100,2015,Lessthan4years,DEP
900067,1176418,HOP0599522000100,HP00046405,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,1475.0,5065.74,SmallLoss,5946.0,2019,VPC,BRV V,HOP0599522000100,2017,Lessthan4years,DEP
900068,1176419,HOP0599522000100,HP00046551,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,8126.66,1829.0,SmallLoss,11471.0,2019,VPC,BRV V,HOP0599522000100,2017,Lessthan4years,DEP
900069,1176420,HOP0607716000100,HP00038489,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,6127.74,0.0,SmallLoss,5735.0,2018,VPC,City ZX EXI,HOP0607716000100,2017,Lessthan4years,DEP
900070,1176421,HOP0607716000100,HP00038114,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,11166.93,0.0,SmallLoss,11093.0,2018,VPC,City ZX EXI,HOP0607716000100,2017,Lessthan4years,DEP
900071,1176422,HOP0586038000100,HP00048702,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,1770.0,3928.62,SmallLoss,5548.0,2019,VPC,All New Jazz VX MT,HOP0586038000100,2015,Lessthan4years,DEP
900072,1176423,HOP0615602000100,HP00036999,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,5866.070000000001,0.0,SmallLoss,5459.0,2018,VPC,Brio VX MT,HOP0615602000100,2016,Lessthan4years,DEP
900073,1176424,HOP0615602000100,HP00040241,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,6605.93,2405.81,SmallLoss,10996.0,2018,VPC,Brio VX MT,HOP0615602000100,2016,Lessthan4years,DEP
900074,1176425,HOP0634771000100,HP00044382,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,1770.0,4803.27,SmallLoss,5539.0,2018,VPC,Jazz (Base),HOP0634771000100,2011,Greaterthan4years,NONDEP
900075,1176426,HOP0634771000100,HP00044383,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,6171.4,0.0,SmallLoss,5061.0,2018,VPC,Jazz (Base),HOP0634771000100,2011,Greaterthan4years,NONDEP
900076,1176427,HOP0588053000100,HP00049981,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,4113.77,1251.47,SmallLoss,5479.0,2019,VPC,Amaze 1.5 VX MT - Diesel,HOP0588053000100,2013,Greaterthan4years,DEP
900077,1176428,HOP0571315000100,HP00038888,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,1770.0,4877.889999999999,SmallLoss,5612.0,2018,VPC,Amaze,HOP0571315000100,2017,Lessthan4years,NONDEP
900078,1176429,HOP0613494000100,HP00044379,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,5911.799999999999,0.0,SmallLoss,5612.0,2018,VPC,Jazz,HOP0613494000100,2015,Lessthan4years,DEP
900079,1176430,HOP0613494000100,HP00041013,HONDA,NHE_OEM,NHE,External,DEALER,OEM,23359.87,3067.9300000000003,SmallLoss,31235.0,2018,VPC,Jazz,HOP0613494000100,2015,Lessthan4years,DEP
900080,1176431,HOP0632385000100,HP00050142,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,1770.0,4876.39,SmallLoss,5612.0,2019,VPC,Amaze,HOP0632385000100,2016,Lessthan4years,NONDEP
900081,1176432,HOP0601380000100,HP00043304,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,1062.0,3950.01,SmallLoss,5613.0,2018,VPC,Brio S,HOP0601380000100,2015,Lessthan4years,DEP
900082,1176433,VPC1023122000100,PV00477462,HYUNDAI,NHE_NON_OEM,NHE,Internal,DEALER,NON_OEM,6010.62,2750.01,SmallLoss,11121.0,2018,VPC,Creta 1.4 Base,VPC1023122000100,2017,Lessthan4years,DEP
900083,1176434,HOP0586695000100,HP00044542,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,6738.98,0.0,SmallLoss,5621.0,2018,VPC,City 1.5 E MT,HOP0586695000100,2013,Greaterthan4years,NONDEP
900084,1176435,HOP0586695000100,HP00043850,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,11651.91,0.0,SmallLoss,10445.0,2018,VPC,City 1.5 E MT,HOP0586695000100,2013,Greaterthan4years,NONDEP
900085,1176436,HOP0586695000100,HP00047351,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,17076.370000000003,4590.5,SmallLoss,20361.0,2019,VPC,City 1.5 E MT,HOP0586695000100,2013,Greaterthan4years,NONDEP
900086,1176437,HOBL106629000100,HP00047644,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,5725.95,0.0,SmallLoss,5380.0,2019,VPC,All New Jazz VX MT,HOBL106629000100,2018,Lessthan4years,NONDEP
900087,1176438,MOP4862251000100,PV00482029,MARUTI,NHE_OEM,NHE,Internal,OTHERS,OEM,944.0,5244.51,SmallLoss,5694.0,2018,VPC,VITARA BREZZA LDI (O),MOP4862251000100,2018,Lessthan4years,DEP
900088,1176439,HOP0556040000100,HP00034885,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,1888.0,4378.79,SmallLoss,5229.0,2018,VPC,All New Jazz S MT,HOP0556040000100,2017,Lessthan4years,NONDEP
900089,1176440,HOP0628307000100,HP00046500,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,5394.070000000001,1188.48,SmallLoss,5490.0,2019,VPC,Amaze 1.5 VX MT - Diesel,HOP0628307000100,2013,Greaterthan4years,NONDEP
900090,1176441,HOP0560945000100,HP00037379,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,5885.25,0.0,SmallLoss,5505.0,2018,VPC,Mobilio S MT - Petrol,HOP0560945000100,2015,Lessthan4years,DEP
900091,1176442,HOP0622056000100,HP00049334,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,5383.75,1214.14,SmallLoss,5505.0,2019,VPC,New Amaze 1.2 VX MT,HOP0622056000100,2018,Lessthan4years,NONDEP
900092,1176443,HOP0622056000100,HP00040137,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,24132.47,4438.41,SmallLoss,27149.0,2018,VPC,New Amaze 1.2 VX MT,HOP0622056000100,2018,Lessthan4years,NONDEP
900093,1176444,HOP0603290000100,PV00506981,HONDA,NHE_OEM,NHE,Internal,OTHERS,OEM,1416.0,5149.52,SmallLoss,5566.0,2019,VPC,Mobilio S MT - Petrol,HOP0603290000100,2015,Lessthan4years,NONDEP
900094,1176445,HOP0626794000100,HP00039581,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,6074.049999999999,0.0,SmallLoss,5665.0,2018,VPC,New Amaze 1.2 VX MT,HOP0626794000100,2018,Lessthan4years,DEP
900095,1176447,VPC0934205000100,PV00468811,TATA,NHE_NON_OEM,NHE,Internal,DEALER,NON_OEM,5595.860000000001,105.99,SmallLoss,5349.0,2018,VPC,NEXON XE,VPC0934205000100,2017,Lessthan4years,DEP
900096,1176448,VPC0934205000100,PV00470245,TATA,NHE_NON_OEM,NHE,Internal,DEALER,NON_OEM,5572.25,0.0,SmallLoss,5101.0,2018,VPC,NEXON XE,VPC0934205000100,2017,Lessthan4years,DEP
900097,1176449,HOP0620445000100,HP00051887,HONDA,NHE_OEM,NHE,External,DEALER,OEM,4071.0,1320.42,SmallLoss,5631.0,2019,VPC,Amaze,HOP0620445000100,2014,Greaterthan4years,DEP
900098,1176450,HOP0588886000100,HP00039411,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,6966.429999999999,0.0,SmallLoss,5845.0,2018,VPC,Jazz,HOP0588886000100,2018,Lessthan4years,NONDEP
900099,1176451,HOP0588886000100,HP00038373,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,14385.97,5257.86,SmallLoss,18091.0,2018,VPC,Jazz,HOP0588886000100,2018,Lessthan4years,NONDEP
900100,1176452,HOP0621889000100,HP00047114,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,6342.5,0.0,SmallLoss,5231.0,2019,VPC,City,HOP0621889000100,2010,Greaterthan4years,NONDEP
900101,1176453,HOP0621889000100,HP00046526,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,19058.48,2574.47,SmallLoss,20302.0,2019,VPC,City,HOP0621889000100,2010,Greaterthan4years,NONDEP
900102,1176454,HOP0552800000100,HP00036785,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,1121.0,4914.46,SmallLoss,5272.0,2018,VPC,All New City VX MT,HOP0552800000100,2014,Lessthan4years,DEP
900103,1176455,HOP0552800000100,HP00035932,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,18269.35,0.0,SmallLoss,18947.0,2018,VPC,All New City VX MT,HOP0552800000100,2014,Lessthan4years,DEP
900104,1176456,HOBL105346000100,HP00051714,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,1770.0,4008.33,SmallLoss,5415.0,2019,VPC,Amaze 1.5 VX MT - Diesel,HOBL105346000100,2018,Lessthan4years,NONDEP
900105,1176457,HOP0582277000100,HP00038975,HONDA,NHE_OEM,NHE,External,DEALER,OEM,1180.0,4577.719999999999,SmallLoss,5423.0,2018,VPC,Brio V,HOP0582277000100,2014,Lessthan4years,DEP
900106,1176458,HOP0582277000100,HP00039971,HONDA,NHE_OEM,NHE,External,DEALER,OEM,4309.360000000001,1011.2,SmallLoss,5830.0,2018,VPC,Brio V,HOP0582277000100,2014,Lessthan4years,DEP
900107,1176459,HOP0593205000100,HP00034699,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,5875.219999999999,0.0,SmallLoss,5433.0,2018,VPC,BRV S,HOP0593205000100,2017,Lessthan4years,DEP
900108,1176460,HOP0640712000100,HP00049222,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,1475.0,5143.57,SmallLoss,5589.0,2019,VPC,JAZZ  X,HOP0640712000100,2012,Greaterthan4years,NONDEP
900109,1176461,HOP0601079000100,HP00048285,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,4014.95,1682.68,SmallLoss,5255.0,2019,VPC,Amaze 1.2 SX MT,HOP0601079000100,2016,Lessthan4years,DEP
900110,1176462,HOP0622189000100,HP00048963,HONDA,NHE_OEM,NHE,External,DEALER,OEM,5501.75,0.0,SmallLoss,5255.0,2019,VPC,New Amaze 1.2 S CVT,HOP0622189000100,2018,Lessthan4years,DEP
900111,1176463,HOP0646374000100,HP00046524,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,2158.22,4235.48,SmallLoss,5350.0,2019,VPC,Amaze 1.2 S AT,HOP0646374000100,2014,Greaterthan4years,NONDEP
900112,1176464,HOP0646374000100,HP00046728,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,7790.950000000001,3824.1,SmallLoss,10425.0,2019,VPC,Amaze 1.2 S AT,HOP0646374000100,2014,Greaterthan4years,NONDEP
900113,1176465,HOP0624179000100,PV00470223,HONDA,NHE_OEM,NHE,Internal,TRS,OEM,1062.0,5310.0,SmallLoss,5351.0,2018,VPC,City New 1.5 GXI MT,HOP0624179000100,2005,Greaterthan4years,NONDEP
900114,1176466,HOP0598644000100,HP00044200,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,348.1,4886.4,SmallLoss,5556.0,2018,VPC,All New City VX MT,HOP0598644000100,2015,Lessthan4years,DEP
900115,1176467,HOBL101036000100,HP00043777,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,6145.6,0.0,SmallLoss,5789.0,2018,VPC,All New Jazz VX MT,HOBL101036000100,2018,Lessthan4years,NONDEP
900116,1176468,HOBL101036000100,HP00051024,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,7093.27,1594.37,SmallLoss,10114.0,2019,VPC,All New Jazz VX MT,HOBL101036000100,2018,Lessthan4years,NONDEP
900117,1176469,HOP0609451000100,HP00044233,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,1416.0,4216.92,SmallLoss,5789.0,2018,VPC,Amaze,HOP0609451000100,2018,Lessthan4years,DEP
900118,1176470,HOP0640365000100,HP00045017,HONDA,NHE_OEM,NHE,Internal,DEALER,OEM,749.3,3053.3,SmallLoss,5938.0,2018,VPC,Amaze 1.2 SX MT,HOP0640365000100,2015,Lessthan4years,DEP
